epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,2105.48,1.13268,1.17939,0.00715,0.7244,0.61314,0.67066,0.49731,1.05879,1.1227,0.00827,3.79914e-05,3.79914e-05,4.99887e-06,4.99887e-06,0.000189957,0.000189957,0.000379914,0.000379914
2,3938.76,1.12841,1.18777,0.00707,0.71911,0.6063,0.66615,0.49404,1.06337,1.13162,0.00837,3.79828e-05,3.79828e-05,4.99773e-06,4.99773e-06,0.000189914,0.000189914,0.000379828,0.000379828
3,5770.66,1.1227,1.18115,0.00699,0.70756,0.61031,0.66261,0.49179,1.05985,1.13405,0.00831,3.79312e-05,3.79312e-05,4.99094e-06,4.99094e-06,0.000189656,0.000189656,0.000379312,0.000379312
4,7596.69,1.11661,1.1712,0.00697,0.72774,0.60107,0.66422,0.49274,1.06092,1.13711,0.00832,3.78452e-05,3.78452e-05,4.97964e-06,4.97964e-06,0.000189226,0.000189226,0.000378452,0.000378452
5,9446.05,1.11909,1.17366,0.00694,0.71805,0.6069,0.66316,0.49183,1.06347,1.13713,0.00836,3.77252e-05,3.77252e-05,4.96384e-06,4.96384e-06,0.000188626,0.000188626,0.000377252,0.000377252
6,11300.1,1.11742,1.16589,0.00691,0.71747,0.60808,0.66579,0.49282,1.06255,1.1336,0.00834,3.75713e-05,3.75713e-05,4.94359e-06,4.94359e-06,0.000187856,0.000187856,0.000375713,0.000375713
7,13155.6,1.11847,1.15847,0.00688,0.71159,0.61374,0.66578,0.49375,1.06146,1.13419,0.0083,3.73838e-05,3.73838e-05,4.91892e-06,4.91892e-06,0.000186919,0.000186919,0.000373838,0.000373838
8,14989.5,1.11307,1.15669,0.0069,0.71876,0.60727,0.66586,0.49363,1.0609,1.13165,0.0083,3.71631e-05,3.71631e-05,4.88988e-06,4.88988e-06,0.000185815,0.000185815,0.000371631,0.000371631
9,16839.3,1.11482,1.15003,0.00683,0.72832,0.60534,0.66685,0.49433,1.0602,1.13076,0.00827,3.69096e-05,3.69096e-05,4.85653e-06,4.85653e-06,0.000184548,0.000184548,0.000369096,0.000369096
10,18686.7,1.11646,1.14776,0.00687,0.72438,0.60853,0.66675,0.49452,1.05906,1.13191,0.00826,3.66239e-05,3.66239e-05,4.81894e-06,4.81894e-06,0.00018312,0.00018312,0.000366239,0.000366239
