epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.3635,1.62722,1.85694,1.19423,0.66241,0.54942,0.56092,0.37146,1.27204,1.34499,1.03903,0.00332288,0.00332288,0.070094
2,67.2865,1.30384,1.03022,1.03796,0.79425,0.48855,0.52531,0.32336,1.42415,1.5417,1.14017,0.00665459,0.00665459,0.0400924
3,95.6367,1.38976,1.19228,1.08603,0.52189,0.34515,0.4149,0.24898,1.50536,2.02583,1.17958,0.00997979,0.00997979,0.0100843
4,123.968,1.49506,1.32329,1.16386,0.64394,0.44582,0.48671,0.25732,1.56221,1.76273,1.22608,0.00997803,0.00997803,0.00997803
5,152.13,1.46465,1.2566,1.15943,0.6109,0.46165,0.47328,0.26438,1.50479,1.69354,1.1987,0.00996097,0.00996097,0.00996097
6,180.468,1.37996,1.13454,1.12362,0.68456,0.43442,0.47206,0.28053,1.42606,1.62337,1.13729,0.00993906,0.00993906,0.00993906
7,208.569,1.34029,1.07193,1.11795,0.81707,0.43787,0.50259,0.31335,1.47671,1.8377,1.21271,0.00991232,0.00991232,0.00991232
8,236.978,1.30421,1.01487,1.09124,0.82335,0.54501,0.58563,0.34783,1.33515,1.36346,1.1128,0.00988079,0.00988079,0.00988079
9,265.191,1.28708,0.98825,1.09075,0.78956,0.50651,0.55198,0.33806,1.40868,1.44612,1.12635,0.00984449,0.00984449,0.00984449
10,293.421,1.24244,0.94422,1.07088,0.76681,0.51958,0.56716,0.3488,1.26128,1.26297,1.09304,0.00980345,0.00980345,0.00980345
11,321.59,1.21554,0.88976,1.06322,0.83661,0.54708,0.58627,0.37027,1.18537,1.42324,1.06219,0.00975773,0.00975773,0.00975773
12,349.86,1.19176,0.86649,1.05146,0.83705,0.53281,0.58883,0.37273,1.22644,1.20947,1.07432,0.00970736,0.00970736,0.00970736
13,378.108,1.16407,0.83428,1.04371,0.83295,0.49724,0.53308,0.33898,1.25416,1.60124,1.09071,0.00965239,0.00965239,0.00965239
14,406.205,1.14344,0.81581,1.03473,0.84369,0.50697,0.55076,0.35274,1.2767,1.44717,1.09415,0.00959289,0.00959289,0.00959289
15,434.245,1.13545,0.80497,1.03589,0.82973,0.53243,0.56137,0.35225,1.2021,1.43255,1.09255,0.00952889,0.00952889,0.00952889
16,462.28,1.11157,0.76913,1.02553,0.84477,0.56377,0.62922,0.39765,1.13774,1.24934,1.03609,0.00946048,0.00946048,0.00946048
17,490.492,1.10609,0.75565,1.02461,0.87052,0.53101,0.60185,0.39448,1.18192,1.2414,1.09359,0.00938772,0.00938772,0.00938772
18,518.643,1.09423,0.74786,1.02362,0.8801,0.55371,0.59733,0.3722,1.16819,1.35457,1.10243,0.00931067,0.00931067,0.00931067
19,546.648,1.07354,0.71983,1.00414,0.85215,0.54706,0.58521,0.36479,1.18635,1.31988,1.11194,0.00922942,0.00922942,0.00922942
20,574.822,1.05439,0.71342,1.00877,0.89687,0.54948,0.58871,0.38843,1.1628,1.43762,1.07626,0.00914405,0.00914405,0.00914405
21,602.905,1.05007,0.70038,1.00492,0.90185,0.5466,0.60551,0.40451,1.10267,1.25923,1.03919,0.00905463,0.00905463,0.00905463
22,631.081,1.0398,0.69042,0.99753,0.91219,0.58519,0.62115,0.39416,1.1762,1.31313,1.09285,0.00896127,0.00896127,0.00896127
23,659.076,1.0207,0.67513,0.99159,0.82948,0.52825,0.58062,0.38701,1.18159,1.30431,1.0778,0.00886404,0.00886404,0.00886404
24,687.401,1.0125,0.66823,0.98822,0.88427,0.53878,0.56545,0.37489,1.17847,1.4638,1.07521,0.00876305,0.00876305,0.00876305
25,715.67,0.99634,0.64798,0.98495,0.88961,0.57976,0.61929,0.39691,1.15189,1.22237,1.07093,0.00865839,0.00865839,0.00865839
26,744.004,0.98512,0.64278,0.98215,0.86784,0.56283,0.6158,0.40159,1.20334,1.3171,1.08396,0.00855018,0.00855018,0.00855018
27,772.331,0.98528,0.64264,0.97888,0.88759,0.59499,0.64891,0.43156,1.12451,1.14484,1.05997,0.00843851,0.00843851,0.00843851
28,800.605,0.98243,0.63058,0.97809,0.91276,0.56588,0.62834,0.41019,1.15853,1.25028,1.0841,0.00832349,0.00832349,0.00832349
29,828.743,0.96573,0.62249,0.97461,0.86487,0.57663,0.61947,0.41553,1.12622,1.25035,1.06474,0.00820525,0.00820525,0.00820525
