epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.9223,2.50627,1.75774,2.22169,0.93991,0.95796,0.96908,0.69456,1.75885,1.27701,1.61969,0.000332288,0.000332288,0.0671034
2,98.1133,2.29975,1.48273,2.10978,0.94906,0.96167,0.97089,0.69686,1.71832,1.25104,1.60078,0.00050088,0.00050088,0.0339387
3,139.009,2.28536,1.43569,2.06341,0.96175,0.96374,0.97341,0.7085,1.73588,1.1332,1.60119,0.000257231,0.000257231,0.000361724
