experiment,label,AP50-95,AP50,AP75,AP_small,AP_medium,AP_large,Ultralytics_mAP50-95,Ultralytics_mAP50,Recall,params,gflops,model_size_mib,training_vram_gib,inference_vram_gib,fp16_latency_ms,fp16_p95_ms,fp16_e2e_ms,fp32_latency_ms,fp32_p95_ms,fp32_e2e_ms,delta_AP50-95,pct_AP50-95,delta_Ultralytics_mAP50-95,pct_Ultralytics_mAP50-95,delta_AP50,pct_AP50,delta_AP75,pct_AP75,delta_AP_small,pct_AP_small,delta_AP_medium,pct_AP_medium,delta_AP_large,pct_AP_large,delta_Recall,pct_Recall,delta_params,pct_params,delta_gflops,pct_gflops,delta_fp16_latency_ms,pct_fp16_latency_ms
A0,YOLO11m,0.5152795342424339,0.6847238664198363,0.5574296691374312,0.3342975822139707,0.5711959609543709,0.6786692924900447,0.5099955629112438,0.6780248422753173,0.692073342503474,20114688,68.520192,38.799400329589844,,0.12571048736572266,6.664460524916649,6.838150322437286,44.39375997753814,7.3715909966267645,7.5792834046296775,43.87765750288963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
A1,YOLO11m-P2 Direct,0.5118271721298614,0.6832875911490769,0.5585775140903966,0.3341028237393397,0.5639037712567532,0.6626736599166134,0.5065319818611159,0.6762525607399605,0.7008579896908921,20490000,87.8893568,39.59090232849121,15.5,0.16824769973754883,7.188301475252956,7.456536567769945,44.419434445444494,8.177996962331235,8.440128510119393,45.63083150424063,-0.0034523621125724935,-0.669997910483322,-0.003463581050127895,-0.6791394478721569,-0.0014362752707594018,-0.2097597792624306,0.0011478449529653822,0.2059174486965354,-0.00019475847463101825,-0.05825901382270349,-0.00729218969761769,-1.2766528820395862,-0.015995632573431284,-2.356911201145284,0.008784647187418115,1.2693231552079354,375312,1.8658604100645348,19.369164800000007,28.26782038205615,0.5238409503363073,7.860215367437551
A2,YOLO11m-P2 Direct Staged,0.5177876381534068,0.6902248628731796,0.5635590672711666,0.3382921585367112,0.5734212676228657,0.6706371296625817,0.5124177866958862,0.6833763401772466,0.7046458670450494,20490000,87.8893568,39.58083152770996,15.5,0.16824769973754883,7.180223532486707,7.466052332893014,44.52732705976814,8.180495584383607,8.355788857443258,46.80026002461091,0.002508103910972892,0.48674626960689693,0.0024222237846424077,0.4749499722733752,0.005500996453343343,0.803389033612345,0.006129398133735364,1.099582328156301,0.003994576322740473,1.1949163066885982,0.002225306668494853,0.389587255620083,-0.008032162827462996,-1.1835164661705755,0.012572524541575425,1.816646267012123,375312,1.8658604100645348,19.369164800000007,28.26782038205615,0.5157630075700581,7.7390061152250444
