epoch,alpha_live,alpha_ema,pose_loss,coco/box/map50_95,coco/person/box/map50_95,bbat/box/map50_95,bbat/pose/map50_95,bbat/ball/box/map50_95,bbat/ball/pose/map50_95,bbat/bat/box/map50_95,bbat/bat/pose/map50_95
1,0.0006979288882575929,0.000697618757840246,1.25177583352261,0.5022148282180509,0.6246251972196679,0.6083767536486542,0.8873178745572741,0.48953171477241975,0.8494280319773301,0.7272217925248885,0.9252077171372182
2,0.0010075750760734081,0.0010061371140182018,1.2089482714552595,0.5022148282180509,0.6246251972196679,0.6084335069580503,0.8884507726129337,0.4908906586368791,0.8520046780157589,0.7259763552792214,0.9248968672101088
3,0.0018120952881872654,0.0018112306715920568,1.278159550737807,0.5022148282180509,0.6246251972196679,0.6084506143492973,0.8881303574708923,0.4893263727619829,0.8512483430668014,0.7275748559366118,0.925012371874983
4,0.0021691597066819668,0.002168170176446438,1.298433341250813,0.5022148282180509,0.6246251972196679,0.6079039782473787,0.8891009529390785,0.4875920927650353,0.8531926848720014,0.7282158637297222,0.9250092210061556
5,0.0022558579221367836,0.002256841864436865,1.3107325567006265,0.5022148282180509,0.6246251972196679,0.6094731204250509,0.8890711566896254,0.4903529627598281,0.8531745180412406,0.7285932780902739,0.9249677953380102
