epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,721.321,0.86138,0.82861,1.03435,0.73818,0.61633,0.67396,0.5045,0.94202,0.94839,1.05757,0.00999924,0.00333308,0.00999924,0.00333308,0.0766684,0.0700023,0.00999924,0.00333308
2,1347.46,0.89186,0.8742,1.04361,0.73849,0.616,0.67426,0.50511,0.94674,0.95927,1.06025,0.0190093,0.00633643,0.0190093,0.00633643,0.0523451,0.0396723,0.0190093,0.00633643
3,1951.99,0.89299,0.88095,1.04487,0.7377,0.61636,0.6747,0.5055,0.94739,0.96281,1.06054,0.0270293,0.00900977,0.0270293,0.00900977,0.0270319,0.00901231,0.0270293,0.00900977
4,2549.41,0.89401,0.88438,1.04635,0.73715,0.61647,0.67487,0.50557,0.94762,0.96515,1.06072,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
5,3147.12,0.89564,0.88812,1.04679,0.73743,0.61694,0.67504,0.50572,0.9473,0.96689,1.06116,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
6,3743.81,0.89493,0.88875,1.04673,0.7375,0.61658,0.67512,0.50581,0.94716,0.96821,1.06139,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
7,4341.06,0.89372,0.89107,1.04744,0.73945,0.61521,0.67518,0.50591,0.94743,0.96954,1.06166,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
8,4938.21,0.8962,0.89194,1.04811,0.73699,0.61703,0.67521,0.50598,0.94731,0.97025,1.06177,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
9,5535.19,0.89415,0.89118,1.04724,0.73736,0.61652,0.67518,0.50596,0.94737,0.97113,1.06203,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
10,6130.7,0.89505,0.89358,1.04907,0.7368,0.6169,0.67528,0.50596,0.94719,0.97173,1.06214,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
11,6728.14,0.89376,0.89249,1.04834,0.7375,0.61665,0.67529,0.50599,0.94709,0.97233,1.06232,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
12,7326.45,0.89387,0.8942,1.04883,0.73749,0.61665,0.67539,0.50607,0.94687,0.97291,1.06242,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
13,7923.37,0.89545,0.89617,1.04965,0.73955,0.61511,0.67537,0.50617,0.94687,0.97357,1.0626,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
14,8520.93,0.89398,0.89332,1.04847,0.73833,0.61566,0.67553,0.50613,0.94683,0.974,1.06282,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
15,9120.08,0.89455,0.8957,1.04944,0.73835,0.61598,0.6755,0.5062,0.94668,0.9744,1.06293,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
16,9716.63,0.89407,0.89718,1.04999,0.73932,0.61553,0.6754,0.50624,0.94656,0.97468,1.06301,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
17,10313.9,0.89586,0.89697,1.05001,0.73925,0.61542,0.6757,0.50636,0.94627,0.97482,1.06308,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
18,10910.2,0.89547,0.89831,1.05015,0.73932,0.61559,0.67587,0.50658,0.9461,0.97531,1.06325,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
19,11508.1,0.89355,0.89705,1.05019,0.73849,0.61595,0.6759,0.50644,0.94597,0.97567,1.06345,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
20,12105.9,0.89438,0.89833,1.05042,0.73855,0.61617,0.67592,0.5064,0.94568,0.97594,1.06362,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
