metric,standalone,combined,delta,passed
coco/box/map50_95,0.506400885642831,0.49802233647092214,-0.008378549171908889,True
coco/person/box/map50_95,0.6261855612319002,0.6203814884224489,-0.005804072809451277,True
bbat/box/map50_95,0.6309636130180573,0.6300355217570656,-0.0009280912609916925,True
bbat/pose/map50_95,0.9121605479811887,0.9037171741129448,-0.008443373868243897,True
bbat/ball/box/map50_95,0.5107468998865554,0.5074370361873287,-0.0033098636992267005,True
bbat/bat/box/map50_95,0.7511803261495589,0.7526340073268026,0.0014536811772437597,True
bbat/ball/pose/map50_95,0.8762630801123518,0.8599087151917765,-0.016354364920575293,True
bbat/bat/pose/map50_95,0.9480580158500256,0.9475256330341134,-0.0005323828159121691,True
