path,region,format,granularity,elements,nrmse,cosine,estimated_packed_bytes,original_exact_zero_ratio,original_mean_absolute,original_maximum_absolute,original_standard_deviation,max_to_rms_proxy,quantized_zero_ratio
graph.model.13.m.0.cv1.conv,neck,w5,per_output_channel,32768,0.07850070126688968,0.9969140814607118,20992,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.13177490234375
graph.model.13.m.0.cv1.conv,neck,w4,per_output_channel,32768,0.14685304582531714,0.989158309236527,16896,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.22369384765625
graph.model.13.m.0.cv1.conv,neck,fixed-sd4,per_output_channel,32768,0.1802055842827224,0.9836289047682203,16896,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.0341796875
graph.model.13.m.0.cv1.conv,neck,exact-ternary,per_tensor,32768,0.5410922910806532,0.8409633162702912,8196,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.620697021484375
graph.model.13.m.0.cv1.conv,neck,twn-v3,per_output_filter,32768,0.5103384957336287,0.8599736908399865,8704,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.483184814453125
graph.model.13.m.0.cv1.conv,neck,paper-twn-v2,per_tensor,32768,0.5546811309104384,0.8320630624450154,8196,0.0,0.08465077728033066,1.2169160842895508,0.11934681981801987,10.13368350394518,0.494659423828125
graph.model.13.m.0.cv2.conv,neck,w8,per_output_channel,32768,0.008070129985465703,0.9999675305308301,33280,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.0125732421875
graph.model.13.m.0.cv2.conv,neck,w7,per_output_channel,32768,0.016298426341318544,0.9998672418028478,29184,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.02490234375
graph.model.13.m.0.cv2.conv,neck,w6,per_output_channel,32768,0.032832792454375974,0.9994609061558021,25088,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.049957275390625
graph.model.13.m.0.cv2.conv,neck,w5,per_output_channel,32768,0.06461365883379748,0.9979104351772937,20992,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.0958251953125
graph.model.13.m.0.cv2.conv,neck,w4,per_output_channel,32768,0.12329202467197763,0.9923704984000715,16896,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.165618896484375
graph.model.13.m.0.cv2.conv,neck,fixed-sd4,per_output_channel,32768,0.18140066236538402,0.983409210058371,16896,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.0235595703125
graph.model.13.m.0.cv2.conv,neck,exact-ternary,per_tensor,32768,0.4714348289358598,0.8819010654105022,8196,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.508056640625
graph.model.13.m.0.cv2.conv,neck,twn-v3,per_output_filter,32768,0.4662979905139984,0.8846276620880172,8704,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.46722412109375
graph.model.13.m.0.cv2.conv,neck,paper-twn-v2,per_tensor,32768,0.475598448532922,0.8796624535819304,8196,0.0,0.18179106712341309,1.6281208992004395,0.23489387333393097,6.894840332156911,0.44598388671875
graph.model.13.m.0.cv3.conv,neck,w8,per_output_channel,65536,0.009178171681939778,0.9999578967450006,66560,0.0,0.0479523129761219,0.623318076133728,0.06446307897567749,9.633817589923803,0.01544189453125
graph.model.13.m.0.cv3.conv,neck,w7,per_output_channel,65536,0.01848382243298959,0.9998292372987803,58368,0.0,0.0479523129761219,0.623318076133728,0.06446307897567749,9.633817589923803,0.03045654296875
graph.model.13.m.0.cv3.conv,neck,w6,per_output_channel,65536,0.03716979289309131,0.9993089265626178,50176,0.0,0.0479523129761219,0.623318076133728,0.06446307897567749,9.633817589923803,0.0592498779296875
graph.model.13.m.0.cv3.conv,neck,w5,per_output_channel,65536,0.074234318078263,0.9972409197373361,41984,0.0,0.0479523129761219,0.623318076133728,0.06446307897567749,9.633817589923803,0.1117095947265625
graph.model.13.m.0.cv3.conv,neck,w4,per_output_channel,65536,0.13999512810146297,0.9901522371761539,33792,0.0,0.0479523129761219,0.623318076133728,0.06446307897567749,9.633817589923803,0.19586181640625
