step,time_unix,metric,value
0,1789108148.512407,delta/bbat/ball/box/map50_95,-0.015190101462279726
0,1789108148.512407,delta/bbat/ball/pose/map50_95,-0.009847797830388805
0,1789108148.512407,delta/bbat/bat/box/map50_95,-0.005026187057917575
0,1789108148.512407,delta/bbat/bat/pose/map50_95,-0.0013326730539794385
0,1789108148.512407,delta/bbat/box/map50_95,-0.01010814426009865
0,1789108148.512407,delta/bbat/pose/map50_95,-0.005590235442184066
0,1789108148.512407,delta/coco/box/map50_95,0.00014376853651654198
0,1789108148.512407,delta/coco/person/box/map50_95,0.0005108673607912007
0,1789108148.512407,passed,0.0
0,1789108148.512407,score/best_detect,0.5652134713680047
0,1789108148.512407,score/best_joint,0.7019607228123041
0,1789108148.512407,score/best_pose,0.7468190123982741
1,1789110523.074035,delta/bbat/ball/box/map50_95,-0.015945470263714956
1,1789110523.074035,delta/bbat/ball/pose/map50_95,-0.0070665613918377
1,1789110523.074035,delta/bbat/bat/box/map50_95,-0.002646895931309734
1,1789110523.074035,delta/bbat/bat/pose/map50_95,-0.0020607400612965288
1,1789110523.074035,delta/bbat/box/map50_95,-0.009296183097512456
1,1789110523.074035,delta/bbat/pose/map50_95,-0.004563650726567059
1,1789110523.074035,delta/coco/box/map50_95,-0.0006217818676614861
1,1789110523.074035,delta/coco/person/box/map50_95,-6.459098834221688e-05
1,1789110523.074035,passed,0.0
1,1789110523.074035,score/best_detect,0.564542966991349
1,1789110523.074035,score/best_joint,0.7022655471804058
1,1789110523.074035,score/best_pose,0.7477382853373757
2,1789112898.2241526,delta/bbat/ball/box/map50_95,-0.01578522933204679
2,1789112898.2241526,delta/bbat/ball/pose/map50_95,-0.014772946148681076
2,1789112898.2241526,delta/bbat/bat/box/map50_95,-0.0022113391715892217
2,1789112898.2241526,delta/bbat/bat/pose/map50_95,-0.0005886915372831369
2,1789112898.2241526,delta/bbat/box/map50_95,-0.008998284251817923
2,1789112898.2241526,delta/bbat/pose/map50_95,-0.007680818842982107
2,1789112898.2241526,delta/coco/box/map50_95,-0.0003861035296994775
2,1789112898.2241526,delta/coco/person/box/map50_95,0.0005590435287685658
2,1789112898.2241526,passed,0.0
2,1789112898.2241526,score/best_detect,0.5649726234188854
2,1789112898.2241526,score/best_joint,0.7012501222739933
2,1789112898.2241526,score/best_pose,0.7463286507020155
3,1789115272.850066,delta/bbat/ball/box/map50_95,-0.01802429904026248
3,1789115272.850066,delta/bbat/ball/pose/map50_95,-0.0065287356559862175
3,1789115272.850066,delta/bbat/bat/box/map50_95,-0.006239015105691137
3,1789115272.850066,delta/bbat/bat/pose/map50_95,-0.0035284625188530816
3,1789115272.850066,delta/bbat/box/map50_95,-0.01213165707297692
3,1789115272.850066,delta/bbat/pose/map50_95,-0.005028599087419705
3,1789115272.850066,delta/coco/box/map50_95,0.00011644283957534807
3,1789115272.850066,delta/coco/person/box/map50_95,0.001190688787571892
3,1789115272.850066,passed,0.0
3,1789115272.850066,score/best_detect,0.5655397192329245
3,1789115272.850066,score/best_joint,0.701911173937602
3,1789115272.850066,score/best_pose,0.7460880741692171
4,1789117653.8895588,delta/bbat/ball/box/map50_95,-0.014076841162978804
4,1789117653.8895588,delta/bbat/ball/pose/map50_95,-0.009366617667911803
4,1789117653.8895588,delta/bbat/bat/box/map50_95,-0.006450450226242688
4,1789117653.8895588,delta/bbat/bat/pose/map50_95,-0.0037142537786554186
4,1789117653.8895588,delta/bbat/box/map50_95,-0.010263645694610912
4,1789117653.8895588,delta/bbat/pose/map50_95,-0.006540435723283555
4,1789117653.8895588,delta/coco/box/map50_95,-0.00018189235221865996
4,1789117653.8895588,delta/coco/person/box/map50_95,0.0005756462259782769
4,1789117653.8895588,passed,0.0
4,1789117653.8895588,score/best_detect,0.5650830303562306
4,1789117653.8895588,score/best_joint,0.7014973660082522
4,1789117653.8895588,score/best_pose,0.7462661615404682
