epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,53.3531,1.71664,2.4233,1.28057,0.72259,0.5448,0.55183,0.37603,1.21075,1.33309,1.03281,0.00332288,0.00332288,0.070094
2,94.6525,1.31211,1.09947,1.04129,0.63525,0.6564,0.65931,0.39607,1.25867,1.25999,1.03994,0.00665459,0.00665459,0.0400924
3,135.005,1.40175,1.26335,1.10849,0.45667,0.40194,0.39272,0.24712,1.56618,1.96367,1.25473,0.00997979,0.00997979,0.0100843
4,174.398,1.49746,1.39253,1.18587,0.57859,0.39826,0.41253,0.2325,1.60045,1.94476,1.26223,0.00997803,0.00997803,0.00997803
5,214.178,1.46833,1.33521,1.1808,0.72653,0.47404,0.48954,0.28709,1.49703,1.74436,1.22626,0.00996097,0.00996097,0.00996097
6,253.675,1.38356,1.18305,1.13995,0.74815,0.4478,0.52885,0.31054,1.36343,1.71191,1.1513,0.00993906,0.00993906,0.00993906
7,293.21,1.34865,1.12043,1.13994,0.91774,0.43074,0.55352,0.32689,1.39922,1.74662,1.16322,0.00991232,0.00991232,0.00991232
8,333.135,1.30023,1.02503,1.10412,0.57798,0.63756,0.62387,0.36187,1.31951,1.40613,1.10241,0.00988079,0.00988079,0.00988079
9,372.316,1.27268,0.99408,1.09312,0.74233,0.50721,0.5426,0.33671,1.29279,1.45886,1.09172,0.00984449,0.00984449,0.00984449
10,411.701,1.2283,0.945,1.07644,0.76915,0.44322,0.52348,0.31048,1.33474,1.66316,1.13082,0.00980345,0.00980345,0.00980345
11,451.115,1.21485,0.91378,1.07292,0.84245,0.51175,0.55978,0.3523,1.26279,1.32374,1.10731,0.00975773,0.00975773,0.00975773
12,490.937,1.18798,0.88239,1.06016,0.80857,0.46296,0.50997,0.32238,1.24552,1.55179,1.10635,0.00970736,0.00970736,0.00970736
13,530.317,1.1656,0.85122,1.05797,0.83774,0.52112,0.55374,0.3615,1.2942,1.55635,1.16329,0.00965239,0.00965239,0.00965239
14,569.664,1.13954,0.83069,1.04738,0.80101,0.52557,0.57396,0.35904,1.2969,1.40466,1.12712,0.00959289,0.00959289,0.00959289
15,609.265,1.12274,0.796,1.03814,0.79752,0.56107,0.59675,0.38408,1.22677,1.39516,1.092,0.00952889,0.00952889,0.00952889
16,649.006,1.11017,0.78151,1.03266,0.81348,0.58325,0.62864,0.4187,1.06218,1.1179,1.02575,0.00946048,0.00946048,0.00946048
17,688.552,1.09292,0.7608,1.02896,0.82696,0.55891,0.5979,0.39333,1.16094,1.22466,1.07863,0.00938772,0.00938772,0.00938772
18,727.878,1.08064,0.74572,1.03007,0.85859,0.49305,0.56357,0.35675,1.22344,1.3731,1.1063,0.00931067,0.00931067,0.00931067
19,767.551,1.06714,0.72536,1.01334,0.81739,0.55386,0.59304,0.38282,1.23971,1.23881,1.13735,0.00922942,0.00922942,0.00922942
20,807.4,1.05031,0.72334,1.01504,0.84818,0.52895,0.59554,0.37931,1.16435,1.25088,1.09698,0.00914405,0.00914405,0.00914405
21,847.563,1.03772,0.70242,1.0027,0.86364,0.58922,0.62515,0.42009,1.12026,1.21337,1.07355,0.00905463,0.00905463,0.00905463
22,887.32,1.02508,0.69438,1.00103,0.91093,0.53787,0.59188,0.38329,1.22186,1.3633,1.13864,0.00896127,0.00896127,0.00896127
23,926.746,1.01301,0.67666,0.99733,0.83128,0.53216,0.56726,0.37843,1.18628,1.38556,1.1243,0.00886404,0.00886404,0.00886404
24,966.135,0.99989,0.67636,0.99417,0.84239,0.54102,0.5703,0.38011,1.16688,1.35753,1.09955,0.00876305,0.00876305,0.00876305
25,1005.47,0.98894,0.65709,0.99511,0.91984,0.56624,0.61712,0.40917,1.11063,1.20056,1.05863,0.00865839,0.00865839,0.00865839
26,1045.25,1.00253,0.67098,0.99839,0.89725,0.56133,0.61578,0.40423,1.16459,1.29547,1.10399,0.00855018,0.00855018,0.00855018
27,1084.69,1.02078,0.69504,0.99388,0.74874,0.56523,0.58987,0.39806,1.20924,1.5159,1.13223,0.00843851,0.00843851,0.00843851
28,1124.41,1.0148,0.68403,0.99087,0.90711,0.54752,0.5723,0.39666,1.20465,1.69476,1.16687,0.00832349,0.00832349,0.00832349
29,1163.84,1.00652,0.673,0.98795,0.89325,0.56298,0.59412,0.41496,1.19426,1.89064,1.13097,0.00820525,0.00820525,0.00820525
30,1203.4,0.99082,0.65292,0.97693,0.97081,0.54157,0.64832,0.42342,1.18632,1.46007,1.11464,0.00808389,0.00808389,0.00808389
31,1243.36,0.98548,0.65057,0.9788,0.90158,0.57244,0.62572,0.43284,1.20639,1.49172,1.11441,0.00795954,0.00795954,0.00795954
32,1282.89,0.97803,0.64268,0.9812,0.87969,0.57966,0.62177,0.4235,1.23315,1.66912,1.13734,0.00783231,0.00783231,0.00783231
33,1322.39,0.96449,0.62434,0.97387,0.859,0.59632,0.64594,0.44657,1.21477,1.42258,1.13176,0.00770234,0.00770234,0.00770234
34,1362.48,0.9555,0.61035,0.97296,0.90519,0.58804,0.63981,0.44431,1.1657,1.41866,1.10143,0.00756976,0.00756976,0.00756976
35,1402.3,0.96074,0.60783,0.96816,0.87124,0.57095,0.61227,0.41817,1.2249,1.75081,1.1124,0.00743468,0.00743468,0.00743468
36,1441.6,0.93986,0.59942,0.96289,0.92047,0.54712,0.59637,0.39947,1.23748,1.81073,1.14973,0.00729725,0.00729725,0.00729725
37,1481.2,0.93894,0.58978,0.96662,0.92524,0.56841,0.60888,0.42218,1.18253,1.62897,1.12607,0.00715761,0.00715761,0.00715761
38,1520.56,0.91805,0.57656,0.96085,0.89854,0.59013,0.61627,0.41836,1.20244,1.5402,1.14527,0.00701588,0.00701588,0.00701588
39,1560.07,0.91464,0.57421,0.95336,0.76094,0.58929,0.62349,0.4297,1.20333,1.64595,1.14798,0.00687222,0.00687222,0.00687222
40,1599.44,0.90356,0.56532,0.95254,0.85951,0.61469,0.63755,0.45026,1.19164,1.47284,1.14168,0.00672675,0.00672675,0.00672675
41,1638.59,0.88489,0.55611,0.94898,0.9012,0.60019,0.64105,0.44577,1.17202,1.59097,1.12051,0.00657963,0.00657963,0.00657963
42,1678.15,0.88738,0.55423,0.95239,0.90229,0.57349,0.60979,0.42234,1.10817,1.52202,1.10641,0.00643101,0.00643101,0.00643101
43,1718.16,0.87805,0.54757,0.94986,0.78892,0.61637,0.62168,0.43206,1.10557,1.26202,1.10312,0.00628101,0.00628101,0.00628101
44,1757.84,0.87974,0.54418,0.94858,0.80214,0.5927,0.61169,0.42171,1.15273,1.3544,1.13388,0.00612981,0.00612981,0.00612981
45,1797.41,0.8644,0.53444,0.94251,0.91419,0.56925,0.61346,0.43251,1.14123,1.54433,1.09375,0.00597754,0.00597754,0.00597754
46,1836.81,0.844,0.5218,0.93626,0.89244,0.59314,0.62414,0.43037,1.13514,1.52985,1.10848,0.00582435,0.00582435,0.00582435
47,1876.95,0.84513,0.52174,0.9369,0.93689,0.5827,0.61411,0.42801,1.14157,1.57745,1.10238,0.0056704,0.0056704,0.0056704
48,1916.44,0.83805,0.51923,0.93806,0.92796,0.58495,0.62742,0.43847,1.14373,1.61696,1.09228,0.00551584,0.00551584,0.00551584
49,1956.15,0.83128,0.50811,0.93109,0.92318,0.59654,0.63571,0.44113,1.15945,1.40322,1.11476,0.00536081,0.00536081,0.00536081
50,1995.38,0.81805,0.49836,0.92706,0.90471,0.59584,0.63462,0.43984,1.16331,1.43319,1.13903,0.00520548,0.00520548,0.00520548
51,2034.76,0.81088,0.49299,0.92667,0.91313,0.60435,0.63525,0.44377,1.11688,1.45638,1.09751,0.00505,0.00505,0.00505
52,2074.53,0.80384,0.49655,0.92348,0.94008,0.6048,0.63735,0.43926,1.16,1.45825,1.12522,0.00489452,0.00489452,0.00489452
53,2114.5,0.78846,0.48169,0.92188,0.95507,0.5834,0.61691,0.4329,1.1332,1.56331,1.1154,0.00473919,0.00473919,0.00473919
54,2153.9,0.78125,0.47438,0.91669,0.90334,0.58514,0.6191,0.43588,1.12309,1.46946,1.11879,0.00458416,0.00458416,0.00458416
55,2193.02,0.76948,0.46683,0.91634,0.93392,0.59436,0.62293,0.43387,1.06972,1.27847,1.10463,0.0044296,0.0044296,0.0044296
56,2233.03,0.75764,0.45907,0.91248,0.84668,0.61104,0.63339,0.45028,1.07003,1.25151,1.09432,0.00427565,0.00427565,0.00427565
57,2272.52,0.75411,0.46099,0.91141,0.82492,0.56953,0.60212,0.42482,1.10525,1.35625,1.08869,0.00412246,0.00412246,0.00412246
58,2312.02,0.74994,0.44732,0.90774,0.93157,0.58385,0.62106,0.43064,1.12945,1.63856,1.09894,0.00397019,0.00397019,0.00397019
59,2351.4,0.75314,0.45554,0.91039,0.91388,0.58465,0.61381,0.4297,1.13623,1.59916,1.10306,0.00381899,0.00381899,0.00381899
60,2390.66,0.73312,0.44636,0.90546,0.93924,0.59267,0.64286,0.44989,1.12087,1.58314,1.09115,0.00366899,0.00366899,0.00366899
61,2429.86,0.71986,0.43787,0.90009,0.91108,0.60556,0.63151,0.43853,1.11138,1.46601,1.08951,0.00352037,0.00352037,0.00352037
62,2469.17,0.71164,0.42826,0.90054,0.90979,0.5685,0.62581,0.44181,1.06913,1.27844,1.08976,0.00337325,0.00337325,0.00337325
63,2508.57,0.71257,0.42725,0.89665,0.94008,0.57444,0.62831,0.4376,1.11544,1.44219,1.09708,0.00322778,0.00322778,0.00322778
